age,annual_income,education_years,work_experience_years,credit_score,loan_amount,loan_duration_months,interest_rate,debt_to_income_ratio,monthly_expenses,savings_balance,investment_balance,number_of_dependents,employment_stability_years,housing_status_score,marital_status_score,health_risk_index,insurance_coverage_score,spending_score,online_activity_score,device_usage_hours,location_risk_index,previous_default_count,financial_literacy_score,loan_default
29,16672.054497112418,11,11,690.1342593728153,8259.795662821853,12,7.813578225317676,0.3774177701069185,2131.162322361667,0.0,20746.780725665292,5,23,4,2,0.5454267665052628,1,34,15,10.282542898973048,0.18617910324892395,0,29,0
64,48242.47549418058,18,32,709.8592309486294,12388.683650962135,36,13.293790180154513,0.7638967703139257,3425.770974167865,8639.90600742148,19259.354018633272,4,1,3,3,0.20750348305450594,1,100,2,6.780597884479046,0.36094664249420894,1,68,0
42,69965.0246395488,10,7,728.9694245574946,19232.1512622502,24,11.536567721434198,0.12335790639067315,1991.3689723580337,23122.597308293512,24382.37638214352,0,27,5,3,0.6979992694719747,3,69,48,7.9009441022962585,0.09719539678965361,1,54,0
58,46258.08435085761,8,2,732.1488343849901,46647.464508267556,36,4.748175979331295,0.8964226740345866,2658.319386828192,18815.626689250334,30356.342430734363,0,22,2,3,0.24858380632444133,3,84,83,9.55956710993654,0.030071185317975813,1,38,0
21,66824.65973264261,15,11,576.9405698127069,35543.47591678586,12,3.6736995175800766,0.26449390768015413,1882.3035284349835,17680.239644603615,9265.104341988135,0,2,4,1,0.6910062256388382,3,23,83,7.214155690111472,0.170362279979831,0,2,0
59,48838.30570086058,17,16,623.23810700175,23586.10778686306,60,13.109580531020539,0.2467448256672657,2185.1699013998323,8522.451899528118,28333.94002496807,3,18,3,1,0.08376024154646566,5,66,52,11.53740222803593,0.3700160397860617,0,22,0
42,53808.715553305614,13,36,708.9926934431419,35679.135469416906,12,5.094717030826468,0.12604930149660282,1694.926871455053,15846.437775011396,14785.582274239823,5,18,2,3,0.4033699985381568,3,90,2,10.07410411506132,0.7642275199065645,0,57,0
41,56566.64384479664,9,16,766.0247212293552,25527.18936951077,60,7.806733343948679,0.6046136711250725,4101.43053554417,22396.702835444743,24019.508883109254,4,9,1,3,0.19586232415258942,3,1,24,11.80726083702229,0.48121044586406425,1,12,0
35,61253.54373520467,15,33,635.5171395799603,1000.0,24,4.162910269452143,0.7398438139585602,2184.5361236217677,3159.2244100487933,11489.987986605891,3,4,3,3,0.4179502998315079,2,71,62,10.297197506396376,0.35163709839152657,0,17,0
22,44394.85880903481,12,20,733.5942827869181,47108.678669166366,48,17.90287357628415,0.8986748645552315,1621.6470267510729,26397.32713633561,3064.8389409323754,1,19,2,1,0.7284846254458721,5,64,9,0.9372152456549296,0.7680368948940177,1,19,0
25,87336.32174549608,12,39,684.0455480224733,22083.39536012364,48,16.21303470941306,0.701418164151114,3083.5350791946057,20822.159309139202,14501.810991436425,4,18,3,2,0.7659324018447069,4,71,6,6.034337978179429,0.980402000311093,1,38,0
58,59306.12690490828,8,9,710.549558863709,35444.81070501033,36,5.631416317767208,0.7711557878206156,3028.228392157488,0.0,14033.415363482261,2,1,4,2,0.9420490405997559,1,55,56,2.8152618973909105,0.039142493355292074,0,89,0
35,82416.62000657129,19,3,656.2865317332144,40417.731944659005,48,14.46750092239817,0.32382649386570317,3406.004642205534,0.0,12926.65429577994,0,16,1,2,0.07088307099702817,1,98,65,3.5625882650922134,0.2932843617074202,0,21,0
34,63622.017922447536,10,32,602.8748149901535,18939.00553540053,60,13.462349272593052,0.7394794495709867,2925.323204614884,1888.9623397855921,25903.268963426704,4,28,3,2,0.30904345678296863,2,46,22,6.345594290620148,0.7758102135074075,0,20,0
19,67051.8340927818,8,20,665.31389986418,29973.634789141142,12,12.144554194229539,0.10542420913883777,1598.7539173045027,11004.664263777104,48018.119729020706,3,10,4,1,0.0892349496761482,2,67,49,8.40647116136448,0.7520519865931496,0,51,0
48,73760.4473366064,11,9,706.3639429099269,32483.102433491924,24,16.47406040453522,0.56069993089065,3982.4251943184654,14471.427907833384,37574.70823995522,2,24,1,2,0.28428758046272984,3,12,39,5.496311854314585,0.005064611374175465,0,94,0
22,65728.28443060542,14,22,617.0476787723878,13824.446658381812,48,3.517864079410942,0.4775626823077183,2535.580737317551,29241.85256954069,31602.746084808925,2,28,2,2,0.08638181085271446,3,97,90,4.116597873139517,0.618088943102621,0,8,0
22,61986.775339714135,10,20,691.035547415869,26686.821854855683,48,6.3899024402646845,0.15311102038539498,1941.0559449397963,48678.1914455554,6344.788688665942,5,17,3,1,0.375825842943859,5,56,45,6.544564487004972,0.17385252878670632,0,80,0
55,44085.59472835512,9,9,622.4781175834324,12475.065111129716,60,14.922443323806872,0.5491311223547303,2775.7901039517083,28672.524223529814,2330.543993821313,0,7,2,3,0.6326193640105994,3,67,51,10.207856159307026,0.5515177012814527,2,89,0
27,39727.676387529405,11,15,685.1478295098756,34396.32350481504,12,5.494920697904843,0.3963658087995388,2966.3740558243253,634.6202456935134,32009.16463784236,4,0,3,3,0.22899918069931957,1,37,12,7.569005574504157,0.18580647198841171,1,78,0
22,58901.53558372745,9,28,692.5775721079849,36888.30636476145,12,8.092006110285125,0.07705772878574017,3124.7242855186987,11870.27604318735,47647.2038162393,3,13,4,1,0.5356975554320157,4,67,74,6.052156921261522,0.43805588419321273,0,73,0
51,62840.08082777693,18,23,624.609689993262,37522.74569132839,12,4.600975374820981,0.637668861497778,2734.835185350695,28533.071014211033,27382.214680403784,0,22,2,2,0.44025252410843485,2,23,76,0.904026868391119,0.3747041297902921,0,24,0
28,52922.96924404339,13,6,738.3868602916637,28094.60262253796,60,13.691013355862811,0.05873099441188357,3301.826159256788,12786.22825269571,5250.791460773615,2,1,1,2,0.42065505256384195,5,94,23,7.226034582464104,0.1662281211168768,0,62,0
61,32412.10770001581,13,25,643.5214831064859,32058.53239190976,24,11.943186252760798,0.2365500723003065,4241.223398440684,13526.932472626142,26859.553001360768,1,28,5,2,0.07376010857151005,4,38,11,7.979880938410906,0.808911784958911,0,45,0
43,54661.458281197774,18,35,674.5020418322972,27195.137864927423,48,8.791215877601209,0.4381464900673455,2796.38949617586,23338.111596725546,42089.708435648296,5,23,5,3,0.010578681238357146,4,77,6,2.0440526479897647,0.1365450487978167,1,6,0
44,87356.19394749097,17,13,675.8526058661737,13922.515132989533,12,15.6103043706634,0.37658618315868936,1685.9361804815926,22581.364362348624,0.0,4,21,4,3,0.841288218568865,2,87,74,1.6498883965569564,0.5754021684472063,1,6,0
49,76588.358863928,11,19,724.451850001864,22297.324346001977,36,12.430223464397889,0.13895441563034872,3014.828070728063,15633.465841117724,20016.022936795347,0,11,3,1,0.6728616975545539,3,85,75,11.026408509038648,0.688801245014903,0,8,0
32,60774.10039037782,19,14,649.1322800450719,15803.322318838482,12,16.818465521137778,0.830559566055204,2661.003439877637,10651.65778014767,0.0,0,9,4,2,0.45297400461765347,1,1,65,6.652625275037453,0.8130073329048397,0,22,0
45,68148.51424848358,12,11,651.7832447796542,19791.604746798632,60,10.253648670303745,0.7528555048734319,3944.309786572946,13753.245277928345,0.0,1,26,2,3,0.8337672756557696,1,49,99,9.632600592585229,0.7813858232442435,1,59,0
20,105540.84763329604,12,6,776.9378104077198,40511.14271487236,60,6.692549608085158,0.5461803930049117,1775.1715374439395,15677.883500660137,360.71794790932836,5,25,4,2,0.4043820530651101,1,17,45,5.6340801141157275,0.8324664533136555,1,7,0
45,54868.82629328547,10,32,759.3865217097862,21133.824361515795,24,4.787087521141553,0.2491199789646118,2111.5487566580673,6043.793125522985,0.0,0,7,1,3,0.565422005242106,4,32,6,0.8286838658245486,0.9478551323559654,0,21,0
42,84106.65062231041,19,35,707.3628828944484,22402.084241201967,60,16.50690582881593,0.6044212133367018,2708.001301141289,19875.243181452926,4565.23389007291,2,24,5,1,0.30272060708718984,4,33,97,2.0349315813580726,0.7829985636089543,0,85,0
18,74170.26117605169,19,12,802.5039731514272,20221.924929607856,24,14.780763545767222,0.34337775690149525,3685.1119011029896,629.3831633176087,0.0,3,17,3,1,0.6822061943785221,2,81,18,4.269082406503917,0.6084524856867444,0,66,0
52,67599.94018442271,12,3,563.6690813416932,28431.53054385203,24,6.183866190138336,0.18833436150132932,888.2986351201666,27289.647288436085,21166.853423954723,1,6,3,1,0.5995023554409896,3,7,82,9.500159870519543,0.04670554925349091,0,27,0
50,63573.68976172274,8,28,666.1449051580674,47261.99638720171,24,8.178438100498978,0.17448647140535173,1854.9018279779057,27796.63716610351,38347.37148249859,0,24,5,1,0.13569932419955633,4,19,97,3.3689444309622245,0.07966295401075629,1,14,0
23,35236.49792531693,10,0,710.3050406093026,22648.911126819894,24,15.027680753138823,0.20083825464975857,2687.534466500348,9172.834632758859,18747.01109830389,0,9,1,1,0.818357113523406,5,55,49,4.153510546288693,0.9370765001706023,2,89,0
30,53276.93406108509,18,31,796.6961466491007,19269.897287867916,60,8.572728392819982,0.3818543577522973,2363.322111349753,21605.214168956474,16575.05783044726,4,1,4,2,0.39753481441567906,5,21,32,3.45259722616376,0.5653503942302824,0,64,0
42,26701.468172411383,13,34,729.8421122520158,21273.654230010197,36,10.980432118027817,0.3073616468968719,3442.7268007120333,21926.987934259963,11904.477429442159,0,24,1,1,0.004976014259378769,4,41,9,4.889978150273708,0.05262270240361844,1,23,0
59,52859.357399355176,10,9,628.3198356363408,27138.39869752556,48,7.02554990195869,0.83009718341337,2008.8709234918715,26666.762119599305,37374.233487997175,0,8,4,1,0.07328055190283911,3,26,1,8.041124857141677,0.526856452466148,0,44,0
42,91038.54702467506,9,26,751.307618548712,44450.220974837575,60,3.6163204105946,0.5100291169015683,722.7448142363573,16663.737977712422,5460.598757555672,0,12,1,3,0.34145376116877224,5,46,78,10.11059593454461,0.3743200064051301,3,28,0
52,74746.55514344036,8,28,672.9170276233042,24807.209340244823,24,15.428024096647341,0.1126867417894304,3394.600369999841,18171.61891721305,39610.43366927128,3,16,3,2,0.9407866778948238,4,74,45,2.6410009003044124,0.7252278222654511,0,63,0
64,66086.13810363629,12,28,636.0372694253983,9314.960080329238,24,9.73060165704694,0.8923006891535537,1637.5608500749986,20026.139022650554,9220.303919181637,4,1,1,2,0.5325179062162922,4,30,61,11.880529354783011,0.09122014046705995,0,40,0
28,78301.00145479038,13,22,610.8652582351172,22876.876228464695,12,14.183676050834105,0.35849618743798745,2532.583058391139,29821.77616342369,9367.095294405544,1,24,1,2,0.989439841973786,2,6,89,6.404810227734633,0.5887400101724248,1,53,0
40,66989.20988250627,12,37,717.5718153734795,13351.690281913518,48,9.110326368742346,0.1269134360809992,2265.859123446046,0.0,11068.410262438489,4,21,4,3,0.22880874152856157,2,63,20,4.747816557126732,0.8654648131031873,1,63,0
27,55854.9212211224,16,35,644.0325395071212,37345.365916983734,12,14.332061658437041,0.1229740721346529,4766.926626800996,12157.225834981908,17658.50150392198,2,0,3,1,0.5638415461639467,2,6,13,9.988716263593748,0.9516307529003077,0,74,0
54,44765.284153867506,15,36,657.1649617691842,44745.33519796355,12,17.80893851317876,0.8237229237261844,3744.3272900576144,22503.806093898005,13869.098596672176,0,6,2,2,0.2555178676581721,4,62,24,11.513177115202366,0.46411697472111313,1,16,0
54,50395.89130109248,10,0,692.8113455025517,28904.974322824928,12,3.424462984486627,0.5554330208891833,2362.125458470936,25808.503444690512,20511.735380182814,1,12,2,2,0.3132509860934294,4,60,59,10.540532742775463,0.7515960215424747,1,50,0
33,38236.90654391408,8,18,635.6149196518452,40010.58899533661,36,16.297781837606834,0.7871897380731285,2788.2044720350536,2897.396127928476,17755.325177919498,4,16,4,1,0.605131368175091,3,22,29,3.857884051564829,0.8918731527865149,0,38,0
31,41684.10819082831,16,11,680.084030644545,35524.85152664324,60,8.234006302782907,0.10621074770736534,3870.2887553608416,2688.3973747753116,0.0,0,28,3,2,0.8137698627689088,5,87,4,11.07749183810258,0.0967009880031392,2,87,0
26,32065.52609129963,13,30,671.8946677654438,17762.611282204078,24,5.283706342303887,0.6596788996423412,2044.2165940375662,16286.605228259907,28190.42868877082,1,25,4,2,0.09054636316389886,2,60,48,11.387346054218655,0.21147046712474815,0,90,0
25,65268.252532804916,14,29,720.2033939078351,30845.798695666013,36,10.077729695491566,0.5365204385566121,1374.906824436394,27710.386239164105,25307.707207748594,1,27,4,1,0.005323368866714029,4,34,52,5.524048252617188,0.1582644314674061,0,100,0
18,41427.18406427177,12,38,612.4508768924858,5629.3996346647655,36,14.78484669914697,0.1332266719295862,2441.4588121974944,13844.41193476986,47497.163261692185,1,18,2,2,0.5532944757976203,2,57,41,11.301275777246975,0.3680738523846172,0,21,0
42,65438.1774977937,18,26,763.9168575281026,21393.770554480092,48,6.116285970959606,0.49750610085558433,2850.9620829318396,8684.871890386927,6667.4577479913405,3,28,4,2,0.9085241182797552,4,70,59,8.250458870065401,0.7860572839998161,1,27,0
63,36092.23933822778,10,11,718.752607898968,28212.13187554508,36,11.569092925065597,0.4774024320692166,872.2233919163937,23661.419279484242,10900.839800697066,0,20,5,2,0.4866998963392667,5,69,89,10.558982018921641,0.09749657089227692,0,82,0
21,58593.15912019326,16,25,624.4068265013202,37124.87667575898,60,3.728218889299144,0.19263549209245645,2487.3006580452984,4312.97416196654,3811.6545510044016,2,11,3,1,0.544982520964,2,34,60,11.234943179767804,0.7381385236343353,0,64,0
38,41350.74607938032,14,8,628.4880098094105,29875.501555983028,36,17.86312419925646,0.6113593590243483,2015.8395519470357,16361.87818733286,24396.731599324645,4,28,1,3,0.40388754735374155,1,31,15,2.5240182602264434,0.2635475778377495,0,60,0
49,15000.0,11,12,625.2080031514386,33965.311056037855,24,15.83644553605068,0.5110764584355608,2511.852080080281,18415.22703960483,12127.522789377801,3,11,1,1,0.7982444193041921,4,65,75,4.098355002298787,0.30809813234619254,1,55,0
47,42034.99978825984,11,18,739.7529816885362,7164.172560061554,48,8.30797877518912,0.4176742098283617,1675.8294286733494,5562.525317226764,30733.99746437808,2,2,5,1,0.03018047243692079,1,95,61,5.778140319276861,0.9194592727879807,1,47,0
64,62709.37137483619,8,38,629.5543745311866,11702.583288061716,12,14.16853646408928,0.46385771165757766,2956.636487222229,20331.453566839242,19017.44219918452,1,25,5,1,0.08626021661067695,2,84,75,11.854941354097946,0.07157688564286968,0,89,0
48,61217.92701579996,15,37,655.0186359472466,19948.031620260503,24,4.95519398039481,0.2988985177924121,3504.193502386779,13507.937743615148,21624.57714550134,2,6,1,1,0.246690178372717,5,75,27,9.022153148722357,0.35729976181277057,0,10,0
48,68577.55762545476,19,7,764.9077674776047,23058.92383771923,24,17.02512177595121,0.621092248801325,1238.351956186596,7020.950287125459,68206.98989015206,4,23,5,3,0.5380448153452512,5,6,52,1.7390372106776424,0.0046972720794214995,0,6,0
20,62769.781952726065,18,16,717.0019725660427,26092.311648579667,60,15.255833161584809,0.36387428719617493,2965.921375972633,37004.778071096865,59302.829057003844,1,14,5,1,0.0975915531060122,2,64,21,2.2031939664572677,0.39584585746145784,0,75,0
58,43123.162039838215,9,12,702.5321297539202,12372.531580885254,36,17.8635765395995,0.1343457120378736,2432.6366688286216,27159.340815916104,746.2025791521992,0,13,5,1,0.6758310117304628,5,8,46,0.914521860495479,0.007503556245414322,0,42,0
19,73282.88092565708,11,34,681.9057466188752,38617.03792039692,48,8.170277537482525,0.09136286715608352,2687.2266379733564,16406.714253935686,18034.128203864486,4,7,5,3,0.2615220639277588,1,30,94,4.716568904483145,0.4854588421599235,0,10,0
38,56469.154026892094,14,18,634.8655369767596,16745.687084822734,48,12.905734190742303,0.20062304492229643,2687.479679133092,14084.164084845033,11307.568350118345,0,10,1,3,0.005531224397727907,1,55,34,8.837407632501911,0.9786231828246913,1,50,0
25,54784.68747053929,14,12,759.6215670151689,17342.042198277693,12,4.939347656118345,0.6189143812032261,1425.5758542154115,8710.885653686186,10999.131625735037,0,14,5,3,0.5649797335684842,4,80,85,6.847837604528179,0.8711897010433929,0,88,0
43,62881.23695432024,14,2,645.191229606771,23255.55037899625,48,10.650124176934245,0.7221297218681864,1265.3302389310309,15159.423031873033,31574.113658524984,4,14,2,2,0.42589766397181317,3,40,5,4.243305387318825,0.07325262946081845,0,5,0
37,66639.42361044054,13,34,717.8980267857801,22455.48989135671,36,7.096534343035081,0.7107037802892657,2627.2730425087702,11719.710865122795,10755.082936844687,4,19,2,2,0.22829803100366197,5,46,90,11.662683626258586,0.7940492556619949,0,49,0
54,59171.27626798338,15,35,753.594643403654,11322.499366555758,60,16.19030791438084,0.14466665796166173,3084.0163072005466,20515.867516804476,11043.011765625868,2,9,2,3,0.43177077302947275,3,17,37,0.9673316066525444,0.3454521209850868,0,54,0
36,54507.10794271374,8,5,722.5492125537561,9136.468483379522,48,14.673800479503477,0.5983752370678473,2564.547690524187,5287.982026752503,26325.389464860215,4,7,5,2,0.6171177481157929,2,28,25,6.098083540561145,0.02494604291160374,0,87,0
44,72135.77792784276,13,9,695.7124053792742,33453.52817162749,60,3.0073909726026473,0.561834005862319,1686.766463019186,26405.361288839376,45743.61390453249,4,11,2,1,0.41136835664238103,2,5,83,9.310947948670403,0.6990977648583593,0,9,0
45,75287.0861455237,8,34,688.0996490114201,25695.863820960898,36,3.663641261833474,0.8949028591076119,2240.851638168171,8838.49512252333,33067.93138724279,3,4,1,2,0.0241159507484483,3,5,23,11.724060612231941,0.3661642248909741,0,20,0
35,67052.00660376129,10,12,697.146075004361,36561.03557727597,48,15.067896082225959,0.18263980658357387,1744.144986987205,13845.482708598594,12585.493163638937,5,16,2,1,0.10106660416118984,2,50,28,8.93215732611023,0.255404283141739,2,2,0
37,57201.11223237627,9,29,730.7254231679633,1000.0,36,8.656666803560825,0.13458291079344475,1701.867171421963,25549.856592439697,18347.819458245867,3,25,3,3,0.5308544220919361,4,98,81,7.468040441228368,0.06399790071401223,1,56,0
51,55416.56173357989,10,9,720.6296099091479,21987.623723425695,12,17.868969916530027,0.5412934385303404,3358.654411554296,12818.13017146906,28992.87028906248,1,22,3,3,0.22771021037569228,5,38,90,1.9245506914694164,0.8834655643955919,0,4,0
26,33859.84127092069,16,2,728.6966832626866,18604.661019095765,12,10.021326157587541,0.7634078827793951,4984.740862685754,1160.0623053139952,0.0,1,7,5,1,0.21877300067567562,1,25,15,7.20512889199697,0.6859451739463645,2,23,0
57,86640.66403589745,15,34,619.9765206957771,7910.485612562006,36,12.699382009161353,0.46882870079378647,4387.9504783754055,2810.260126291889,16332.832898635319,0,1,4,2,0.7335518770277253,5,7,99,5.574283649828245,0.9390111938310206,1,68,0
56,45247.58902728583,9,23,676.7473737212449,19707.736320398606,48,3.410405637226996,0.8983578254190147,2849.9760718985394,10812.229238352797,28575.040630396827,5,5,4,1,0.9515971169692882,5,46,66,6.4706015772553584,0.23681650644689534,0,67,0
50,71259.4587554279,10,0,805.6945371916601,14262.392370095464,36,13.194807490600141,0.6014727001106037,1420.99456058476,34146.88607798588,43760.916041012715,4,29,5,1,0.02481471861824125,5,49,16,4.610968736934048,0.5089843264620214,1,73,0
30,69880.87036695007,15,29,698.3261843793133,29604.456943458958,60,17.4707117653689,0.6521075660280156,2391.2603162104647,9729.4190392579,20012.874203828236,5,13,5,1,0.1536597244394411,3,18,100,9.550953206005248,0.9821620117034825,0,7,0
43,59393.4897907782,19,19,645.2595872565909,17741.564837792004,60,16.57748547827773,0.6344825323511234,3513.357985279469,17387.856317002377,33132.56503524679,4,20,3,3,0.5402998576033133,2,9,86,9.055976798969827,0.6713019129080052,0,69,0
39,84647.75279597557,16,32,603.9165556201277,49954.7751638983,60,14.36208697645679,0.26057887362882665,2940.2506451683494,17563.651716542954,23639.23228129093,0,0,5,1,0.5434971621173875,4,31,21,7.270003732522767,0.1338678454583656,0,99,0
62,49546.82064580571,11,32,688.9685180122597,28058.417610172728,24,9.075763268866915,0.44925224783467904,3649.542777329152,6786.015526812249,34105.128268539585,3,8,5,2,0.04285295073146189,3,36,79,7.70826881680232,0.6767773006335818,0,58,0
40,60749.73547827512,8,5,647.9933030816037,23889.878377945486,48,6.860811981176631,0.8896434470774024,2860.2421447277984,29456.33942655449,51547.36242505659,0,6,1,2,0.4391173474526999,4,76,28,3.978923281802864,0.5176646657471866,0,20,0
26,45795.6922725568,9,8,618.8220027469209,31542.265697045368,48,11.335314147667747,0.10488542683941149,1699.5948501686635,16807.38312838465,34234.72830989184,2,23,2,1,0.9110981996979813,4,61,32,1.636150911535777,0.12890705536782,0,49,0
31,42198.19235283011,17,27,725.9576370660171,59612.19747515736,60,16.84776725023724,0.22643374925126974,1233.029853858536,12790.202946441712,15014.149242498464,1,28,2,2,0.4949987785744343,2,84,99,10.401386592701906,0.4531922281437981,0,16,0
52,46390.438379174535,12,1,654.782981041951,23058.184338236275,12,10.445841282910706,0.36949011583686775,837.153264501326,14861.874858541707,52371.04751826619,3,26,2,2,0.9493902930453485,2,80,52,8.992390044907346,0.8925917131545846,1,13,0
29,92631.3756886737,10,22,606.6622318550727,34231.81817512238,48,14.738001735768794,0.7911127306400619,2827.2541682795695,26331.598535880898,11266.895957170593,3,27,4,1,0.9421818408160422,1,50,81,4.09684784444369,0.35075649444731205,0,26,0
61,83539.61985691433,8,21,669.2468456859629,24760.156353202598,12,8.172935600415952,0.38559950759371336,3719.1094645893286,19777.628167081268,32942.98108393076,3,25,4,1,0.6921386169030812,3,86,57,4.6864172029339795,0.40649345740190823,0,26,0
62,34580.06602585251,18,32,676.9818344206822,35127.97582333413,24,5.978610827869916,0.36150744464406853,1178.765526428769,25023.63176021529,10148.078015824743,2,17,1,1,0.7838805886647839,2,28,64,6.217723421379967,0.513697172405212,0,47,0
48,72233.81320701537,9,1,690.9705880130333,25096.78690651696,48,7.36663911225298,0.6455396162646225,2432.4890883351013,4660.381046172553,6834.8423405727135,2,19,1,3,0.8898854395521458,5,1,59,7.602774595028404,0.5857176449781121,2,40,0
25,54380.78530580696,13,1,747.4534369858633,7457.995074750492,12,17.556641819424364,0.7149308340117836,3330.8777740905116,1085.5282134109511,0.0,4,23,4,3,0.8528575025060467,1,12,84,4.868130460279591,0.11543733384310217,0,45,0
37,48599.064098634495,8,7,682.7156042525444,26332.926158222304,24,8.657846142528953,0.3889737533324174,1400.6552138724394,23963.641721885953,18627.975471851994,3,5,1,2,0.8633761325974917,1,1,52,2.1162527426501327,0.8960714041045167,0,34,0
42,52830.969048285115,18,2,651.2043089878641,33651.71520469837,60,10.536658016712737,0.7374402356629004,2427.3922056558904,2696.3535723291207,15907.702421017753,3,13,3,2,0.11657565577668805,1,72,93,7.268154392280942,0.49115567383270686,0,56,0
37,87972.25747808703,16,12,636.8121620254099,43870.298950447235,24,11.907140301597453,0.3068420802130476,1605.718995285983,14753.314510976032,11442.231601579539,2,12,2,2,0.4138373127581215,4,44,70,3.705583009845717,0.318861419066892,0,36,0
30,68491.33082305717,16,17,751.0957067558497,33023.23587179946,36,15.363713506179357,0.375363495450645,2194.354091249982,20513.139732731437,42954.91483439536,1,15,3,2,0.7451506200902187,3,56,27,7.685202051584129,0.8499069840479336,0,11,0
24,49833.352345203384,19,23,633.4557986863687,31132.07147302371,60,9.817765564109996,0.27446699637576116,1155.506187066796,21484.17169853387,22374.679700171524,0,19,2,1,0.059533712089511304,5,17,67,5.561552413358733,0.8609250067201277,0,4,0
64,49643.24321067187,14,21,623.07895404789,34059.38986480164,24,15.305333828139284,0.4987247782195963,960.313432043652,20305.32910682211,15121.167933303437,5,11,4,3,0.12562525534654279,4,51,7,10.794263597315764,0.16980822419129593,2,30,0
29,48528.5625891449,12,29,709.5961338704026,43089.91749491206,48,9.84498375327517,0.4220255160945346,4158.497966157007,3722.9478669906493,22376.55760675949,1,27,3,1,0.896834409360105,1,8,40,2.9143110752573986,0.1414479638538384,0,15,0
35,51574.98971724679,17,23,742.825888955294,25610.668439810717,36,9.093095610290629,0.7551866961524786,3334.94247370187,20973.563114923265,47359.98204720976,1,27,1,1,0.5983185214481329,1,12,4,10.131959010128366,0.5167702553016218,0,97,0
49,74696.34699641471,15,1,723.8883109252844,22283.348639422784,48,14.85380429943041,0.4100824790201487,2220.8252150927215,1534.7967728174954,16260.574946685078,0,19,5,2,0.48645558446453063,2,44,25,5.231053460867522,0.6010972134338173,1,99,0
23,76328.75461840202,15,24,658.5142944120486,20714.367389370997,12,9.416540747053277,0.07805340510218235,2637.1578752474807,18750.266839382275,21885.613112441246,0,5,2,2,0.3964913327930374,3,31,4,5.176330643231143,0.6687093036844683,1,17,0
46,77677.04968132752,11,4,757.6300557135781,4729.364713298175,12,7.760663784305107,0.6655708403563952,1677.6390628665224,0.0,1298.9158213307637,4,7,1,1,0.7658774003200596,3,56,76,9.410819066738917,0.41815999194666753,0,66,0
34,46961.114303074544,8,23,660.2688481003374,22879.964792433075,48,8.176020791921864,0.6906190530349079,2662.706061386617,11711.184654504577,16031.571353577518,2,6,5,1,0.8194447523609337,5,80,90,9.530731128942335,0.6834019514819436,0,57,0
19,65700.88298314523,9,21,611.5289395663391,20280.95378601314,60,5.6335926399375875,0.2930210541721509,3105.8491980461004,147.4425219425848,19659.21070509267,1,3,3,2,0.042768927030017334,3,35,17,2.7117042179233164,0.23262749287339635,0,13,0
57,71152.97393414125,19,12,721.0815613563136,13668.54448335257,48,16.011064940298578,0.42757444910479014,3092.0515046061137,7578.313243512761,0.0,1,20,4,2,0.17418180699936514,5,18,57,5.551345575335244,0.8309598732666664,0,3,0
33,51210.48066041712,12,24,761.9200796434053,32902.3934528212,12,3.421365856481402,0.2937959470707648,2913.92479666373,15699.863148765,9189.83543361468,1,18,3,1,0.07191867104338712,5,43,52,5.778756641237248,0.3379205146005725,0,38,0
26,60867.85927425165,18,39,714.2148370108408,1407.2009118774877,48,6.874307784698567,0.18696601136702617,4308.05167368902,20701.744949700962,42894.83288914949,4,18,5,1,0.8727301259693618,4,32,26,11.913969626841546,0.1391626493751148,0,83,0
23,65350.87414355368,14,2,753.789229440039,10201.82052004059,24,9.04902871619564,0.18235343301193396,1735.9201565960182,23522.01201426162,32974.07907506835,0,15,4,2,0.6246535812356163,4,14,85,3.443676427139049,0.31824320460107447,0,3,0
19,78290.67921633039,10,38,676.032594451429,35999.85387012176,12,9.021361115955868,0.8473916383587404,2198.455729263573,8259.025935328187,8154.980008112265,5,3,4,1,0.26314273986194636,1,88,72,6.530680043511219,0.06001252120826872,0,24,0
44,32569.465950505586,10,6,730.9248707339488,50564.48387767202,36,17.44537862823849,0.4413364259325398,3294.8120324551574,6152.707878674564,20958.82508308513,1,12,1,2,0.14217719907868176,5,26,38,10.285129387285782,0.2487324586658689,0,34,0
48,75306.09892571752,13,6,657.3676036713144,45689.05399220616,48,11.520050534342532,0.5239644073565748,1723.064846357804,17227.80248070803,32717.4224608733,0,12,2,3,0.13070363570744958,2,18,95,10.776852137939935,0.27733323384973785,3,68,0
57,43427.61601110907,9,15,673.820314387312,15432.043465467486,60,5.807676602214275,0.5594184320836123,3005.6086759789964,0.0,14482.784562774339,0,3,1,3,0.9218350319801389,2,12,62,1.9787490593609127,0.9319534445153408,0,21,0
18,51594.582565840356,17,23,559.9447137291786,6218.563889786346,36,8.478630539398086,0.17111226741865718,1913.157470334196,12583.277027181557,27689.053027540875,0,13,5,1,0.46728209687490785,2,68,79,4.338762883271393,0.37800827592633135,0,21,0
22,42558.300864571895,16,6,842.4049302405205,39120.297529693664,36,6.029410510570084,0.20918967546387018,1267.8813186293787,21539.986808382815,24429.375036859583,4,17,4,1,0.3624880165439044,2,3,71,8.569081849665796,0.867015846038871,0,37,0
28,68857.75984451054,17,10,689.4278120768781,44633.938129485876,60,7.698806652361368,0.48177502561874225,1766.961884965701,13244.018095913721,38145.25185775352,1,15,4,3,0.48950048587111994,5,39,67,5.107752866540822,0.7106189860133046,0,75,0
